Pogodbena cena / Odškodnina,Leto izgradnje dela stavbe,Novogradnja,Dejanska raba dela stavbe,Število sob,Površina dela stavbe,Uporabna površina,Statistična.regija
95570.27,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,79.9,72.2,Jugovzhodna Slovenija
83553.32,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,68.1,60.5,Jugovzhodna Slovenija
99946.05,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,77.2,77.2,Jugovzhodna Slovenija
125000,2011,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,87.8,79.5,Osrednjeslovenska
10020,1930,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,32.3,28.1,Podravska
147200,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,66.8,59.8,Osrednjeslovenska
81500,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,39.1,31.6,Osrednjeslovenska
108642.12,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,81.2,81.2,Jugovzhodna Slovenija
64945.88,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,45.6,45.6,Jugovzhodna Slovenija
84315,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,58.1,58.1,Jugovzhodna Slovenija
115000,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,73.6,73.6,Jugovzhodna Slovenija
107000,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,71.6,71.6,Jugovzhodna Slovenija
409679.04,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57.8,57.8,Jugovzhodna Slovenija
409679.04,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,47.5,47.5,Jugovzhodna Slovenija
409679.04,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,36.8,36.8,Jugovzhodna Slovenija
409679.04,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,47.3,47.3,Jugovzhodna Slovenija
409679.04,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,47.2,47.2,Jugovzhodna Slovenija
409679.04,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,37.2,37.2,Jugovzhodna Slovenija
409679.04,2010,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,47.4,47.4,Jugovzhodna Slovenija
103870.22,2008,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,108.3,73.2,Obalno-kraška
138500,2008,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,77.1,74.3,Osrednjeslovenska
126500,2013,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.8,60.9,Osrednjeslovenska
123000,2013,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.6,59.6,Osrednjeslovenska
122000,2013,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52.4,52.4,Osrednjeslovenska
83500,1962,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.6,47.2,Gorenjska
63899,1981,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,71.7,68.6,Savinjska
94353.44,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,40.7,34.9,Osrednjeslovenska
167416.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,81,74.5,Osrednjeslovenska
159251.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,72.8,67,Osrednjeslovenska
166505.8,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,81.1,74.5,Osrednjeslovenska
65067.04,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,43.8,43.8,Jugovzhodna Slovenija
57359.2,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,83.1,75.4,Jugovzhodna Slovenija
158796.2,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,73.2,67.4,Osrednjeslovenska
62032.15,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,46.5,46.5,Jugovzhodna Slovenija
59085.19,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,44.1,39.6,Jugovzhodna Slovenija
67646.67,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,45.7,45.7,Jugovzhodna Slovenija
157788.8,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,73.2,67.4,Osrednjeslovenska
132987.53,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,63,59.1,Osrednjeslovenska
162632.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,73.3,67.5,Osrednjeslovenska
154382.82,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,72.8,67,Osrednjeslovenska
99638.19,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,63.2,35.1,Osrednjeslovenska
158478.8,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,73.4,67.6,Osrednjeslovenska
97883.29,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,58.6,35.2,Osrednjeslovenska
152452.8,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,71.7,60.3,Osrednjeslovenska
169707.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,81.2,74.6,Osrednjeslovenska
170218,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,80.7,74.1,Osrednjeslovenska
169942,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,79.9,73.3,Osrednjeslovenska
159803.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,73.3,67.5,Osrednjeslovenska
99698.36,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,62.4,34.4,Osrednjeslovenska
207749.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,130.6,86.7,Osrednjeslovenska
207271,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,130,86.6,Osrednjeslovenska
196847.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,115,79.3,Osrednjeslovenska
161004.2,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,73.4,67.6,Osrednjeslovenska
158865.2,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,73.3,67.5,Osrednjeslovenska
161432,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,73.8,67.2,Osrednjeslovenska
157926.8,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,73.3,67.5,Osrednjeslovenska
157181.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,71.6,65.9,Osrednjeslovenska
166657.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,81.2,74.6,Osrednjeslovenska
157402.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,73.8,67.2,Osrednjeslovenska
169762.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,81.6,75,Osrednjeslovenska
157181.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,72.8,67,Osrednjeslovenska
167209.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,81.2,74.6,Osrednjeslovenska
95752.34,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,40.6,34.8,Osrednjeslovenska
157871.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,73.3,67.6,Osrednjeslovenska
208582,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,129.8,86.6,Osrednjeslovenska
206926,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,129.6,86.5,Osrednjeslovenska
165981.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,81.3,74.7,Osrednjeslovenska
207087,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,129.9,86.6,Osrednjeslovenska
152535.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,71.6,60.3,Osrednjeslovenska
149862.82,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,72.9,66.6,Osrednjeslovenska
158865.2,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,72.9,67.1,Osrednjeslovenska
157278.2,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,73.4,67.6,Osrednjeslovenska
159127.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,73.4,67.6,Osrednjeslovenska
207280.2,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,130.3,86.7,Osrednjeslovenska
196847.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,114.9,79.6,Osrednjeslovenska
158478.8,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,73.1,67.3,Osrednjeslovenska
157402.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,72.7,66.9,Osrednjeslovenska
167237.2,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,81.2,74.6,Osrednjeslovenska
167913.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,81,74.4,Osrednjeslovenska
121816.8,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52.9,49,Osrednjeslovenska
137291.2,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,63.2,59.3,Osrednjeslovenska
194437,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,94.8,89.1,Osrednjeslovenska
157871.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,73.3,67.5,Osrednjeslovenska
122787.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52.7,49.5,Osrednjeslovenska
137939.8,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,62.9,59,Osrednjeslovenska
62000,2012,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.3,46.5,Pomurska
136573.6,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,63.1,59.2,Osrednjeslovenska
107507.47,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,85.5,85.5,Jugovzhodna Slovenija
109003.98,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,80.1,80.1,Jugovzhodna Slovenija
110607.71,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,85.2,85.2,Jugovzhodna Slovenija
63573.28,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,45.8,38.2,Jugovzhodna Slovenija
175848.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,101.7,74.3,Osrednjeslovenska
194437,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,94.6,89,Osrednjeslovenska
152549.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,71.8,60.2,Osrednjeslovenska
188925.88,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,126.5,61.7,Osrednjeslovenska
120068.9,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,48,48,Osrednjeslovenska
121829.75,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,48.7,48.7,Osrednjeslovenska
121829.75,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,48.6,48.6,Osrednjeslovenska
120068.9,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,48,48,Osrednjeslovenska
153763.8,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,71.5,60.1,Osrednjeslovenska
165981.4,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,81.1,74.5,Osrednjeslovenska
94353.44,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,40.8,35,Osrednjeslovenska
143008.33,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.7,55.3,Osrednjeslovenska
175085.79,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.6,65.8,Osrednjeslovenska
17500,2005,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,37.4,37.4,Podravska
143008.33,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.7,55.3,Osrednjeslovenska
176483.83,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,80.4,66.9,Osrednjeslovenska
121733,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,48.6,48.6,Osrednjeslovenska
121733,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,48.6,48.6,Osrednjeslovenska
54235.42,1990,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,0,29.4,23.5,Obalno-kraška
50000,2012,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,56.1,44.6,Pomurska
173716.78,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.9,66.2,Osrednjeslovenska
212465.15,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,96.5,82.9,Osrednjeslovenska
215661.09,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,108.4,88.4,Osrednjeslovenska
143080.89,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.7,55.3,Osrednjeslovenska
182758.06,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,112.1,65.2,Osrednjeslovenska
126500,2012,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,112.5,95.5,Savinjska
59579.06,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,47.8,41.3,Jugovzhodna Slovenija
59124.35,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,47.5,40.7,Jugovzhodna Slovenija
94513.83,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,78.8,71.5,Jugovzhodna Slovenija
98676.9,1211,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,84.7,84.7,Jugovzhodna Slovenija
83326.42,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,67.4,60.1,Jugovzhodna Slovenija
84269.86,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,68.6,60.8,Jugovzhodna Slovenija
75164.21,2011,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.7,55.8,Jugovzhodna Slovenija
187498.81,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,81.9,68.5,Osrednjeslovenska
122105.49,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,48.8,48.8,Osrednjeslovenska
87190.87,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,32.8,32.8,Osrednjeslovenska
188224.44,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,81.1,67.7,Osrednjeslovenska
121829.75,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,48.8,48.8,Osrednjeslovenska
122003.9,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,48.7,48.7,Osrednjeslovenska
87285.78,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,32.9,32.9,Osrednjeslovenska
174660.09,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,77.1,66.1,Osrednjeslovenska
114703.34,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,48.7,38.5,Osrednjeslovenska
127161.29,2009,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,102.9,56.5,Osrednjeslovenska
177204.61,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,77.1,66.3,Osrednjeslovenska
175013.23,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,76.8,66,Osrednjeslovenska
120013.12,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,47.5,38.7,Osrednjeslovenska
108034.54,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,48,38.1,Osrednjeslovenska
174660.09,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,76.8,66,Osrednjeslovenska
212653.81,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,96.8,83.3,Osrednjeslovenska
189041.98,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,125.7,60.7,Osrednjeslovenska
112429.75,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,48.9,48.9,Osrednjeslovenska
174379.51,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,80.5,67.1,Osrednjeslovenska
177204.61,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.9,66.1,Osrednjeslovenska
251208.69,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,5,113.9,96.8,Osrednjeslovenska
182758.06,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,113.5,66.2,Osrednjeslovenska
177204.61,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.9,66.1,Osrednjeslovenska
251208.69,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,5,113.9,96.8,Osrednjeslovenska
189317.71,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,126.3,61,Osrednjeslovenska
182758.06,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,113.5,66.2,Osrednjeslovenska
175085.79,2014,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,77.2,66.3,Osrednjeslovenska
